[0.000000] (-) TimerEvent: {}
[0.000553] (ros2_control_demo_description) JobQueued: {'identifier': 'ros2_control_demo_description', 'dependencies': OrderedDict()}
[0.000766] (ros2_control_demo_description) JobStarted: {'identifier': 'ros2_control_demo_description'}
[0.019329] (ros2_control_demo_description) JobProgress: {'identifier': 'ros2_control_demo_description', 'progress': 'cmake'}
[0.019771] (ros2_control_demo_description) JobProgress: {'identifier': 'ros2_control_demo_description', 'progress': 'build'}
[0.020424] (ros2_control_demo_description) Command: {'cmd': ['/usr/bin/cmake', '--build', '/home/stefan/git/robot/ros2_control_demos/ros2_control_demo_description/build/ros2_control_demo_description', '--', '-j4', '-l4'], 'cwd': '/home/stefan/git/robot/ros2_control_demos/ros2_control_demo_description/build/ros2_control_demo_description', 'env': OrderedDict({'SHELL': '/bin/bash', 'ROS_VERSION': '2', 'SESSION_MANAGER': 'local/unix:@/tmp/.ICE-unix/2275,unix/unix:/tmp/.ICE-unix/2275', 'COLORTERM': 'truecolor', 'HISTCONTROL': 'ignoredups', 'XDG_MENU_PREFIX': 'gnome-', 'PKG_CONFIG_PATH': '/usr/lib64/ros-jazzy/lib/pkgconfig', 'ROS_PYTHON_VERSION': '3', 'HOSTNAME': 't490s.bluhm-de.com', 'HISTSIZE': '1000', 'LC_ADDRESS': 'de_DE.UTF-8', 'SSH_AUTH_SOCK': '/run/user/1393401107/keyring/ssh', 'GZ_CONFIG_PATH': '/usr/lib64/ros-jazzy/opt/sdformat_vendor/share/gz', 'MEMORY_PRESSURE_WRITE': 'c29tZSAyMDAwMDAgMjAwMDAwMAA=', 'XMODIFIERS': '@im=ibus', 'DESKTOP_SESSION': 'gnome', 'LC_MONETARY': 'de_DE.UTF-8', 'GPG_TTY': '/dev/pts/0', 'ROS_PACKAGE_PATH': '/usr/lib64/ros-jazzy/share', 'EDITOR': '/usr/bin/nano', 'PWD': '/home/stefan/git/robot/ros2_control_demos/ros2_control_demo_description/build/ros2_control_demo_description', 'KRB5CCNAME': 'KCM:', 'LOGNAME': 'stefan', 'XDG_SESSION_DESKTOP': 'gnome', 'XDG_SESSION_TYPE': 'wayland', 'ROS_DOMAIN_ID': '10', 'SYSTEMD_EXEC_PID': '2354', 'XAUTHORITY': '/run/user/1393401107/.mutter-Xwaylandauth.41VM62', 'GDM_LANG': 'en_GB.UTF-8', 'HOME': '/home/stefan', 'USERNAME': 'stefan', 'SSH_ASKPASS': '/usr/libexec/openssh/gnome-ssh-askpass', 'LANG': 'en_GB.UTF-8', 'LC_PAPER': 'de_DE.UTF-8', 'LS_COLORS': 'rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=01;37;41:su=37;41:sg=30;43:ca=00:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.7z=01;31:*.ace=01;31:*.alz=01;31:*.apk=01;31:*.arc=01;31:*.arj=01;31:*.bz=01;31:*.bz2=01;31:*.cab=01;31:*.cpio=01;31:*.crate=01;31:*.deb=01;31:*.drpm=01;31:*.dwm=01;31:*.dz=01;31:*.ear=01;31:*.egg=01;31:*.esd=01;31:*.gz=01;31:*.jar=01;31:*.lha=01;31:*.lrz=01;31:*.lz=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.lzo=01;31:*.pyz=01;31:*.rar=01;31:*.rpm=01;31:*.rz=01;31:*.sar=01;31:*.swm=01;31:*.t7z=01;31:*.tar=01;31:*.taz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tgz=01;31:*.tlz=01;31:*.txz=01;31:*.tz=01;31:*.tzo=01;31:*.tzst=01;31:*.udeb=01;31:*.war=01;31:*.whl=01;31:*.wim=01;31:*.xz=01;31:*.z=01;31:*.zip=01;31:*.zoo=01;31:*.zst=01;31:*.avif=01;35:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=01;36:*.au=01;36:*.flac=01;36:*.m4a=01;36:*.mid=01;36:*.midi=01;36:*.mka=01;36:*.mp3=01;36:*.mpc=01;36:*.ogg=01;36:*.ra=01;36:*.wav=01;36:*.oga=01;36:*.opus=01;36:*.spx=01;36:*.xspf=01;36:*~=00;90:*#=00;90:*.bak=00;90:*.crdownload=00;90:*.dpkg-dist=00;90:*.dpkg-new=00;90:*.dpkg-old=00;90:*.dpkg-tmp=00;90:*.old=00;90:*.orig=00;90:*.part=00;90:*.rej=00;90:*.rpmnew=00;90:*.rpmorig=00;90:*.rpmsave=00;90:*.swp=00;90:*.tmp=00;90:*.ucf-dist=00;90:*.ucf-new=00;90:*.ucf-old=00;90:', 'XDG_CURRENT_DESKTOP': 'GNOME', 'MEMORY_PRESSURE_WATCH': '/sys/fs/cgroup/user.slice/user-1393401107.slice/user@1393401107.service/session.slice/org.gnome.Shell@wayland.service/memory.pressure', 'VTE_VERSION': '8001', 'WAYLAND_DISPLAY': 'wayland-0', 'AMENT_PREFIX_PATH': '/home/stefan/git/robot/ros2_control_demos/ros2_control_demo_description/install/ros2_control_demo_description:/home/stefan/git/robot/ros2/src/bluhmbot/install/bluhmbot:/usr/lib64/ros-jazzy', 'CMAKE_PREFIX_PATH': '/home/stefan/git/robot/ros2_control_demos/ros2_control_demo_description/install/ros2_control_demo_description:/home/stefan/git/robot/ros2/src/bluhmbot/install/bluhmbot:/usr/lib64/ros-jazzy/opt/sdformat_vendor:/usr/lib64/ros-jazzy/opt/orocos_kdl_vendor:/usr/lib64/ros-jazzy/opt/gz_math_vendor:/usr/lib64/ros-jazzy/opt/gz_utils_vendor:/usr/lib64/ros-jazzy/opt/gz_tools_vendor:/usr/lib64/ros-jazzy/opt/gz_cmake_vendor:/usr/lib64/ros-jazzy', 'GNOME_TERMINAL_SCREEN': '/org/gnome/Terminal/screen/a3a38b9c_b792_49dd_9f45_d227922761cf', 'ROS_AUTOMATIC_DISCOVERY_RANGE': 'SUBNET', 'COLCON_PREFIX_PATH': '/home/stefan/git/robot/ros2_control_demos/ros2_control_demo_description/install:/home/stefan/git/robot/ros2/src/bluhmbot/install:/usr/lib64/ros-jazzy', 'QT_QPA_PLATFORM': 'xcb', 'MOZ_GMP_PATH': '/usr/lib64/mozilla/plugins/gmp-gmpopenh264/system-installed', 'GNOME_SETUP_DISPLAY': ':1', 'XDG_SESSION_CLASS': 'user', 'PYTHONPATH': '/usr/lib64/ros-jazzy/lib/python3.13/dist-packages:/usr/lib64/ros-jazzy/lib/python3.13/site-packages', 'COLCON': '1', 'TERM': 'xterm-256color', 'LESSOPEN': '||/usr/bin/lesspipe.sh %s', 'USER': 'stefan', 'GNOME_TERMINAL_SERVICE': ':1.121', 'DISPLAY': ':0', 'SHLVL': '1', 'LC_TELEPHONE': 'de_DE.UTF-8', 'QT_IM_MODULE': 'ibus', 'LC_MEASUREMENT': 'de_DE.UTF-8', 'LD_LIBRARY_PATH': '/home/stefan/git/robot/ros2/src/bluhmbot/install/bluhmbot/lib:/usr/lib64/ros-jazzy/opt/sdformat_vendor/lib64:/usr/lib64/ros-jazzy/opt/sdformat_vendor/lib:/usr/lib64/ros-jazzy/opt/rviz_ogre_vendor/lib:/usr/lib64/ros-jazzy/opt/rviz_assimp_vendor/lib:/usr/lib64/ros-jazzy/opt/orocos_kdl_vendor/lib:/usr/lib64/ros-jazzy/lib64:/usr/lib64/ros-jazzy/opt/gz_math_vendor/lib64:/usr/lib64/ros-jazzy/opt/gz_utils_vendor/lib64:/usr/lib64/ros-jazzy/opt/gz_tools_vendor/lib64:/usr/lib64/ros-jazzy/opt/gz_cmake_vendor/lib64:/usr/lib64/ros-jazzy/lib', 'XDG_RUNTIME_DIR': '/run/user/1393401107', 'DEBUGINFOD_URLS': 'https://debuginfod.fedoraproject.org/', 'LC_TIME': 'de_DE.UTF-8', 'DEBUGINFOD_IMA_CERT_PATH': '/etc/keys/ima:', 'XDG_DATA_DIRS': '/home/stefan/.local/share/flatpak/exports/share:/var/lib/flatpak/exports/share:/usr/local/share/:/usr/share/', 'PATH': '/usr/lib64/ros-jazzy/opt/gz_tools_vendor/bin:/usr/lib64/ros-jazzy/bin:/home/stefan/.local/bin:/home/stefan/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin', 'GDMSESSION': 'gnome', 'DBUS_SESSION_BUS_ADDRESS': 'unix:path=/run/user/1393401107/bus', 'MAIL': '/var/spool/mail/stefan', 'ROS_DISTRO': 'jazzy', 'LC_NUMERIC': 'de_DE.UTF-8', 'OLDPWD': '/home/stefan/git/robot/ros2_control_demos', '_': '/usr/bin/env'}), 'shell': False}
[0.054475] (ros2_control_demo_description) CommandEnded: {'returncode': 0}
[0.055172] (ros2_control_demo_description) JobProgress: {'identifier': 'ros2_control_demo_description', 'progress': 'install'}
[0.062390] (ros2_control_demo_description) Command: {'cmd': ['/usr/bin/cmake', '--install', '/home/stefan/git/robot/ros2_control_demos/ros2_control_demo_description/build/ros2_control_demo_description'], 'cwd': '/home/stefan/git/robot/ros2_control_demos/ros2_control_demo_description/build/ros2_control_demo_description', 'env': OrderedDict({'SHELL': '/bin/bash', 'ROS_VERSION': '2', 'SESSION_MANAGER': 'local/unix:@/tmp/.ICE-unix/2275,unix/unix:/tmp/.ICE-unix/2275', 'COLORTERM': 'truecolor', 'HISTCONTROL': 'ignoredups', 'XDG_MENU_PREFIX': 'gnome-', 'PKG_CONFIG_PATH': '/usr/lib64/ros-jazzy/lib/pkgconfig', 'ROS_PYTHON_VERSION': '3', 'HOSTNAME': 't490s.bluhm-de.com', 'HISTSIZE': '1000', 'LC_ADDRESS': 'de_DE.UTF-8', 'SSH_AUTH_SOCK': '/run/user/1393401107/keyring/ssh', 'GZ_CONFIG_PATH': '/usr/lib64/ros-jazzy/opt/sdformat_vendor/share/gz', 'MEMORY_PRESSURE_WRITE': 'c29tZSAyMDAwMDAgMjAwMDAwMAA=', 'XMODIFIERS': '@im=ibus', 'DESKTOP_SESSION': 'gnome', 'LC_MONETARY': 'de_DE.UTF-8', 'GPG_TTY': '/dev/pts/0', 'ROS_PACKAGE_PATH': '/usr/lib64/ros-jazzy/share', 'EDITOR': '/usr/bin/nano', 'PWD': '/home/stefan/git/robot/ros2_control_demos/ros2_control_demo_description/build/ros2_control_demo_description', 'KRB5CCNAME': 'KCM:', 'LOGNAME': 'stefan', 'XDG_SESSION_DESKTOP': 'gnome', 'XDG_SESSION_TYPE': 'wayland', 'ROS_DOMAIN_ID': '10', 'SYSTEMD_EXEC_PID': '2354', 'XAUTHORITY': '/run/user/1393401107/.mutter-Xwaylandauth.41VM62', 'GDM_LANG': 'en_GB.UTF-8', 'HOME': '/home/stefan', 'USERNAME': 'stefan', 'SSH_ASKPASS': '/usr/libexec/openssh/gnome-ssh-askpass', 'LANG': 'en_GB.UTF-8', 'LC_PAPER': 'de_DE.UTF-8', 'LS_COLORS': 'rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=01;37;41:su=37;41:sg=30;43:ca=00:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.7z=01;31:*.ace=01;31:*.alz=01;31:*.apk=01;31:*.arc=01;31:*.arj=01;31:*.bz=01;31:*.bz2=01;31:*.cab=01;31:*.cpio=01;31:*.crate=01;31:*.deb=01;31:*.drpm=01;31:*.dwm=01;31:*.dz=01;31:*.ear=01;31:*.egg=01;31:*.esd=01;31:*.gz=01;31:*.jar=01;31:*.lha=01;31:*.lrz=01;31:*.lz=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.lzo=01;31:*.pyz=01;31:*.rar=01;31:*.rpm=01;31:*.rz=01;31:*.sar=01;31:*.swm=01;31:*.t7z=01;31:*.tar=01;31:*.taz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tgz=01;31:*.tlz=01;31:*.txz=01;31:*.tz=01;31:*.tzo=01;31:*.tzst=01;31:*.udeb=01;31:*.war=01;31:*.whl=01;31:*.wim=01;31:*.xz=01;31:*.z=01;31:*.zip=01;31:*.zoo=01;31:*.zst=01;31:*.avif=01;35:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=01;36:*.au=01;36:*.flac=01;36:*.m4a=01;36:*.mid=01;36:*.midi=01;36:*.mka=01;36:*.mp3=01;36:*.mpc=01;36:*.ogg=01;36:*.ra=01;36:*.wav=01;36:*.oga=01;36:*.opus=01;36:*.spx=01;36:*.xspf=01;36:*~=00;90:*#=00;90:*.bak=00;90:*.crdownload=00;90:*.dpkg-dist=00;90:*.dpkg-new=00;90:*.dpkg-old=00;90:*.dpkg-tmp=00;90:*.old=00;90:*.orig=00;90:*.part=00;90:*.rej=00;90:*.rpmnew=00;90:*.rpmorig=00;90:*.rpmsave=00;90:*.swp=00;90:*.tmp=00;90:*.ucf-dist=00;90:*.ucf-new=00;90:*.ucf-old=00;90:', 'XDG_CURRENT_DESKTOP': 'GNOME', 'MEMORY_PRESSURE_WATCH': '/sys/fs/cgroup/user.slice/user-1393401107.slice/user@1393401107.service/session.slice/org.gnome.Shell@wayland.service/memory.pressure', 'VTE_VERSION': '8001', 'WAYLAND_DISPLAY': 'wayland-0', 'AMENT_PREFIX_PATH': '/home/stefan/git/robot/ros2_control_demos/ros2_control_demo_description/install/ros2_control_demo_description:/home/stefan/git/robot/ros2/src/bluhmbot/install/bluhmbot:/usr/lib64/ros-jazzy', 'CMAKE_PREFIX_PATH': '/home/stefan/git/robot/ros2_control_demos/ros2_control_demo_description/install/ros2_control_demo_description:/home/stefan/git/robot/ros2/src/bluhmbot/install/bluhmbot:/usr/lib64/ros-jazzy/opt/sdformat_vendor:/usr/lib64/ros-jazzy/opt/orocos_kdl_vendor:/usr/lib64/ros-jazzy/opt/gz_math_vendor:/usr/lib64/ros-jazzy/opt/gz_utils_vendor:/usr/lib64/ros-jazzy/opt/gz_tools_vendor:/usr/lib64/ros-jazzy/opt/gz_cmake_vendor:/usr/lib64/ros-jazzy', 'GNOME_TERMINAL_SCREEN': '/org/gnome/Terminal/screen/a3a38b9c_b792_49dd_9f45_d227922761cf', 'ROS_AUTOMATIC_DISCOVERY_RANGE': 'SUBNET', 'COLCON_PREFIX_PATH': '/home/stefan/git/robot/ros2_control_demos/ros2_control_demo_description/install:/home/stefan/git/robot/ros2/src/bluhmbot/install:/usr/lib64/ros-jazzy', 'QT_QPA_PLATFORM': 'xcb', 'MOZ_GMP_PATH': '/usr/lib64/mozilla/plugins/gmp-gmpopenh264/system-installed', 'GNOME_SETUP_DISPLAY': ':1', 'XDG_SESSION_CLASS': 'user', 'PYTHONPATH': '/usr/lib64/ros-jazzy/lib/python3.13/dist-packages:/usr/lib64/ros-jazzy/lib/python3.13/site-packages', 'COLCON': '1', 'TERM': 'xterm-256color', 'LESSOPEN': '||/usr/bin/lesspipe.sh %s', 'USER': 'stefan', 'GNOME_TERMINAL_SERVICE': ':1.121', 'DISPLAY': ':0', 'SHLVL': '1', 'LC_TELEPHONE': 'de_DE.UTF-8', 'QT_IM_MODULE': 'ibus', 'LC_MEASUREMENT': 'de_DE.UTF-8', 'LD_LIBRARY_PATH': '/home/stefan/git/robot/ros2/src/bluhmbot/install/bluhmbot/lib:/usr/lib64/ros-jazzy/opt/sdformat_vendor/lib64:/usr/lib64/ros-jazzy/opt/sdformat_vendor/lib:/usr/lib64/ros-jazzy/opt/rviz_ogre_vendor/lib:/usr/lib64/ros-jazzy/opt/rviz_assimp_vendor/lib:/usr/lib64/ros-jazzy/opt/orocos_kdl_vendor/lib:/usr/lib64/ros-jazzy/lib64:/usr/lib64/ros-jazzy/opt/gz_math_vendor/lib64:/usr/lib64/ros-jazzy/opt/gz_utils_vendor/lib64:/usr/lib64/ros-jazzy/opt/gz_tools_vendor/lib64:/usr/lib64/ros-jazzy/opt/gz_cmake_vendor/lib64:/usr/lib64/ros-jazzy/lib', 'XDG_RUNTIME_DIR': '/run/user/1393401107', 'DEBUGINFOD_URLS': 'https://debuginfod.fedoraproject.org/', 'LC_TIME': 'de_DE.UTF-8', 'DEBUGINFOD_IMA_CERT_PATH': '/etc/keys/ima:', 'XDG_DATA_DIRS': '/home/stefan/.local/share/flatpak/exports/share:/var/lib/flatpak/exports/share:/usr/local/share/:/usr/share/', 'PATH': '/usr/lib64/ros-jazzy/opt/gz_tools_vendor/bin:/usr/lib64/ros-jazzy/bin:/home/stefan/.local/bin:/home/stefan/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin', 'GDMSESSION': 'gnome', 'DBUS_SESSION_BUS_ADDRESS': 'unix:path=/run/user/1393401107/bus', 'MAIL': '/var/spool/mail/stefan', 'ROS_DISTRO': 'jazzy', 'LC_NUMERIC': 'de_DE.UTF-8', 'OLDPWD': '/home/stefan/git/robot/ros2_control_demos', '_': '/usr/bin/env'}), 'shell': False}
[0.069317] (ros2_control_demo_description) StdoutLine: {'line': b'-- Install configuration: ""\n'}
[0.069616] (ros2_control_demo_description) StdoutLine: {'line': b'-- Up-to-date: /home/stefan/git/robot/ros2_control_demos/ros2_control_demo_description/install/ros2_control_demo_description/share/ros2_control_demo_description/rrbot/urdf\n'}
[0.069923] (ros2_control_demo_description) StdoutLine: {'line': b'-- Up-to-date: /home/stefan/git/robot/ros2_control_demos/ros2_control_demo_description/install/ros2_control_demo_description/share/ros2_control_demo_description/rrbot/urdf/rrbot.materials.xacro\n'}
